FeatureID,CarID,FeatureName,FeatureValue
4768,1555,Bluetooth,No
4769,442,Bluetooth,No
4770,74,Backup Camera,No
4771,65,Cruise Control,No
4772,41,Air Conditioning,No
4773,1834,ABS,No
4774,207,ABS,Yes
4775,806,Cruise Control,Yes
4776,897,Backup Camera,No
4777,1284,ABS,No
4778,1074,ABS,No
4779,1017,Bluetooth,Yes
4780,1910,ABS,Yes
4781,1011,Bluetooth,No
4782,931,Cruise Control,Yes
4783,85,Bluetooth,No
4784,1408,Air Conditioning,Yes
4785,1504,Cruise Control,Yes
4786,925,Bluetooth,Yes
4787,1340,Backup Camera,Yes
4788,1744,Power Windows,No
4789,958,Bluetooth,No
4790,867,Power Windows,No
4791,1200,ABS,Yes
4792,440,Power Windows,Yes
4793,1081,Backup Camera,No
4794,1693,Backup Camera,Yes
4795,1454,Air Conditioning,Yes
4796,797,Bluetooth,Yes
4797,1525,Air Conditioning,No
4798,806,Backup Camera,Yes
4799,1407,Cruise Control,No
4800,1386,Bluetooth,Yes
4801,778,Air Conditioning,Yes
4802,569,ABS,Yes
4803,100,Bluetooth,No
4804,523,Cruise Control,Yes
4805,1153,ABS,No
4806,191,Bluetooth,No
4807,667,ABS,Yes
4808,1054,Power Windows,No
4809,40,Bluetooth,Yes
4810,555,ABS,No
4811,883,Cruise Control,No
4812,264,Power Windows,Yes
4813,431,Cruise Control,Yes
4814,1200,ABS,Yes
4815,550,Power Windows,No
4816,938,Backup Camera,Yes
4817,870,Power Windows,No
4818,1655,Cruise Control,No
4819,1198,Power Windows,Yes
4820,1743,ABS,No
4821,857,Power Windows,No
4822,1376,Air Conditioning,Yes
4823,1867,Bluetooth,No
4824,604,Cruise Control,Yes
4825,1044,Power Windows,No
4826,1048,Bluetooth,No
4827,1015,ABS,No
4828,748,Bluetooth,No
4829,1482,Cruise Control,Yes
4830,1106,Cruise Control,Yes
4831,1274,ABS,Yes
4832,1995,ABS,No
4833,1158,ABS,No
4834,444,ABS,Yes
4835,1574,Power Windows,Yes
4836,697,Backup Camera,Yes
4837,181,Cruise Control,Yes
4838,52,Power Windows,No
4839,1612,Cruise Control,Yes
4840,1839,Power Windows,Yes
4841,1542,Backup Camera,Yes
4842,998,ABS,Yes
4843,243,ABS,No
4844,305,Power Windows,Yes
4845,108,ABS,No
4846,1722,Air Conditioning,No
4847,1070,Cruise Control,Yes
4848,1004,Backup Camera,No
4849,610,Cruise Control,Yes
4850,1638,ABS,No
4851,527,Bluetooth,Yes
4852,327,Power Windows,No
4853,279,Air Conditioning,No
4854,629,Bluetooth,Yes
4855,1964,Backup Camera,Yes
4856,122,Backup Camera,Yes
4857,1167,Bluetooth,Yes
4858,1413,Bluetooth,Yes
4859,1611,Air Conditioning,No
4860,1166,Air Conditioning,No
4861,662,Air Conditioning,Yes
4862,774,Backup Camera,No
4863,518,Bluetooth,No
4864,1121,Backup Camera,No
4865,337,Air Conditioning,Yes
4866,1137,Cruise Control,No
4867,1450,Bluetooth,Yes
4868,224,ABS,Yes
4869,1366,Air Conditioning,No
4870,373,Backup Camera,Yes
4871,1485,Power Windows,Yes
4872,163,ABS,Yes
4873,1055,Backup Camera,Yes
4874,1139,Cruise Control,No
4875,809,Power Windows,Yes
4876,668,ABS,Yes
4877,1017,Bluetooth,No
4878,1270,Cruise Control,Yes
4879,291,Power Windows,Yes
4880,1987,ABS,Yes
4881,1602,ABS,Yes
4882,977,Power Windows,Yes
4883,1663,Cruise Control,Yes
4884,479,Air Conditioning,Yes
4885,1322,Bluetooth,Yes
4886,1532,Bluetooth,Yes
4887,93,Air Conditioning,Yes
4888,586,Air Conditioning,No
4889,120,Air Conditioning,No
4890,51,Backup Camera,Yes
4891,1738,ABS,No
4892,1343,Backup Camera,Yes
4893,1876,Air Conditioning,Yes
4894,1035,Power Windows,No
4895,1542,Bluetooth,Yes
4896,720,Backup Camera,Yes
4897,230,Cruise Control,No
4898,1382,Backup Camera,Yes
4899,1567,Air Conditioning,Yes
4900,1761,Air Conditioning,Yes
4901,477,Backup Camera,No
4902,138,Air Conditioning,Yes
4903,1063,Backup Camera,No
4904,1760,Cruise Control,No
4905,1136,Bluetooth,Yes
4906,869,Bluetooth,No
4907,800,Air Conditioning,No
4908,777,ABS,Yes
4909,703,Backup Camera,No
4910,451,Air Conditioning,No
4911,41,Bluetooth,Yes
4912,1793,ABS,No
4913,1639,Backup Camera,Yes
4914,1741,Power Windows,No
4915,845,Bluetooth,Yes
4916,1396,Bluetooth,Yes
4917,668,Cruise Control,No
4918,349,Backup Camera,Yes
4919,1310,ABS,Yes
4920,423,Power Windows,Yes
4921,1855,ABS,No
4922,1005,Backup Camera,No
4923,743,Bluetooth,Yes
4924,899,Power Windows,Yes
4925,1791,Air Conditioning,No
4926,786,Air Conditioning,No
4927,462,ABS,Yes
4928,1256,ABS,Yes
4929,491,Backup Camera,No
4930,1542,Bluetooth,No
4931,1994,Cruise Control,Yes
4932,1899,Air Conditioning,No
4933,1834,Backup Camera,Yes
4934,417,ABS,No
4935,953,Air Conditioning,No
4936,1166,Cruise Control,No
4937,157,Air Conditioning,No
4938,444,Power Windows,Yes
4939,234,Air Conditioning,No
4940,1569,ABS,Yes
4941,1436,Backup Camera,Yes
4942,1132,Air Conditioning,Yes
4943,444,Backup Camera,Yes
4944,700,Bluetooth,No
4945,204,Air Conditioning,No
4946,986,Power Windows,No
4947,38,ABS,No
4948,720,ABS,No
4949,1831,Backup Camera,No
4950,1523,Cruise Control,Yes
4951,1508,Cruise Control,Yes
4952,1539,Cruise Control,Yes
4953,45,Backup Camera,Yes
4954,1460,ABS,No
4955,260,Bluetooth,No
4956,1972,Air Conditioning,No
4957,1873,Cruise Control,Yes
4958,457,ABS,No
4959,1873,ABS,Yes
4960,796,Cruise Control,Yes
4961,1653,Power Windows,No
4962,156,Air Conditioning,No
4963,1956,ABS,No
4964,442,Bluetooth,No
4965,792,Bluetooth,Yes
4966,547,ABS,No
4967,1749,Power Windows,No
4968,1966,Power Windows,No
4969,1293,Power Windows,Yes
4970,1273,ABS,Yes
4971,430,Power Windows,Yes
4972,826,Cruise Control,Yes
4973,1587,Cruise Control,No
4974,613,Power Windows,Yes
4975,1563,Backup Camera,No
4976,1266,Power Windows,No
4977,548,Power Windows,Yes
4978,1075,Power Windows,Yes
4979,1676,Bluetooth,No
4980,385,Backup Camera,Yes
4981,1959,Bluetooth,Yes
4982,1577,Cruise Control,Yes
4983,446,Air Conditioning,Yes
4984,441,Bluetooth,No
4985,677,Backup Camera,Yes
4986,1460,Bluetooth,Yes
4987,923,Air Conditioning,Yes
4988,863,Air Conditioning,Yes
4989,213,Cruise Control,No
4990,380,ABS,No
4991,1348,Bluetooth,No
4992,238,Power Windows,No
4993,220,Air Conditioning,Yes
4994,1965,Power Windows,No
4995,54,Bluetooth,Yes
4996,1026,Air Conditioning,No
4997,82,ABS,No
4998,737,Backup Camera,Yes
4999,190,Power Windows,No
5000,1393,Power Windows,No
5001,1042,ABS,No
5002,1851,Bluetooth,Yes
5003,891,Bluetooth,Yes
5004,415,Air Conditioning,No
5005,1293,Bluetooth,No
5006,1947,Cruise Control,No
5007,1258,Air Conditioning,Yes
5008,801,Cruise Control,Yes
5009,186,Power Windows,Yes
5010,1981,Bluetooth,No
5011,330,Bluetooth,Yes
5012,1260,Power Windows,No
5013,1542,Power Windows,Yes
5014,1945,Air Conditioning,Yes
5015,775,Backup Camera,No
5016,968,Bluetooth,Yes
5017,1845,Backup Camera,No
5018,1427,Cruise Control,No
5019,356,Power Windows,No
5020,1553,Power Windows,No
5021,541,Backup Camera,No
5022,202,Power Windows,No
5023,1289,Cruise Control,No
5024,1858,ABS,Yes
5025,1096,Power Windows,No
5026,1572,Backup Camera,No
5027,170,Power Windows,Yes
5028,330,Cruise Control,Yes
5029,1396,Backup Camera,No
5030,1343,Air Conditioning,No
5031,1888,Bluetooth,Yes
5032,1579,Air Conditioning,No
5033,1442,Backup Camera,Yes
5034,133,Backup Camera,Yes
5035,157,Bluetooth,No
5036,124,Air Conditioning,No
5037,19,Power Windows,No
5038,951,Power Windows,No
5039,1107,Cruise Control,No
5040,788,Bluetooth,Yes
5041,1309,Bluetooth,No
5042,521,Bluetooth,Yes
5043,1140,Bluetooth,Yes
5044,1426,Backup Camera,No
5045,861,Bluetooth,Yes
5046,944,Bluetooth,No
5047,1286,Bluetooth,Yes
5048,534,Power Windows,No
5049,75,Air Conditioning,Yes
5050,250,Bluetooth,No
5051,939,Backup Camera,No
5052,836,Backup Camera,No
5053,31,Power Windows,Yes
5054,641,Backup Camera,Yes
5055,515,Backup Camera,Yes
5056,290,Bluetooth,Yes
5057,936,Cruise Control,Yes
5058,759,Cruise Control,No
5059,1343,Cruise Control,No
5060,1186,Backup Camera,No
5061,1370,Cruise Control,Yes
5062,1995,ABS,No
5063,1681,Backup Camera,No
5064,1388,Backup Camera,No
5065,621,Backup Camera,No
5066,233,Power Windows,Yes
5067,571,Cruise Control,Yes
5068,559,Power Windows,Yes
5069,1917,Bluetooth,Yes
5070,644,Cruise Control,No
5071,1011,Power Windows,Yes
5072,1283,Power Windows,No
5073,30,ABS,No
5074,1981,Air Conditioning,Yes
5075,961,Backup Camera,Yes
5076,1376,Cruise Control,No
5077,421,Cruise Control,No
5078,315,Bluetooth,Yes
5079,799,Bluetooth,Yes
5080,1436,Backup Camera,No
5081,119,ABS,No
5082,872,Bluetooth,No
5083,619,Bluetooth,No
5084,1513,Cruise Control,No
5085,461,Backup Camera,Yes
5086,98,Power Windows,No
5087,399,Air Conditioning,No
5088,738,Power Windows,Yes
5089,924,Cruise Control,Yes
5090,1976,Cruise Control,Yes
5091,300,Bluetooth,Yes
5092,1276,Backup Camera,Yes
5093,1366,Backup Camera,No
5094,642,Backup Camera,No
5095,1486,Air Conditioning,No
5096,519,ABS,Yes
5097,964,Backup Camera,Yes
5098,879,Power Windows,Yes
5099,1580,Bluetooth,No
5100,1652,Backup Camera,Yes
5101,1434,ABS,No
5102,1543,Cruise Control,Yes
5103,742,Backup Camera,No
5104,546,Bluetooth,Yes
5105,978,ABS,No
5106,1189,Cruise Control,No
5107,1486,Backup Camera,No
5108,1462,ABS,Yes
5109,1366,Bluetooth,Yes
5110,173,Backup Camera,Yes
5111,1239,Backup Camera,Yes
5112,1353,Backup Camera,Yes
5113,1513,Cruise Control,Yes
5114,128,Bluetooth,Yes
5115,1385,Backup Camera,Yes
5116,1377,Air Conditioning,No
5117,55,Backup Camera,No
5118,1666,Bluetooth,Yes
5119,873,Cruise Control,No
5120,1198,Cruise Control,Yes
5121,1908,Bluetooth,No
5122,1718,Air Conditioning,No
5123,200,Backup Camera,Yes
5124,1631,Backup Camera,No
5125,769,Air Conditioning,No
5126,1132,Power Windows,No
5127,1982,Backup Camera,No
5128,1659,Bluetooth,No
5129,708,Power Windows,Yes
5130,1392,ABS,No
5131,342,Air Conditioning,Yes
5132,485,Power Windows,Yes
5133,346,Backup Camera,Yes
5134,290,ABS,No
5135,140,Power Windows,Yes
5136,1393,ABS,No
5137,751,Power Windows,Yes
5138,1798,Backup Camera,No
5139,1193,ABS,Yes
5140,293,Power Windows,Yes
5141,510,Cruise Control,No
5142,1952,Backup Camera,No
5143,711,Backup Camera,Yes
5144,1749,Cruise Control,No
5145,967,ABS,No
5146,1845,Power Windows,No
5147,1364,Cruise Control,Yes
5148,985,Air Conditioning,Yes
5149,1547,ABS,Yes
5150,445,Backup Camera,Yes
5151,1451,Power Windows,No
5152,267,Backup Camera,Yes
5153,848,Bluetooth,Yes
5154,746,Backup Camera,Yes
5155,1778,Air Conditioning,No
5156,1654,Backup Camera,Yes
5157,1668,Cruise Control,Yes
5158,1180,Bluetooth,Yes
5159,1416,ABS,No
5160,417,Backup Camera,Yes
5161,234,Cruise Control,Yes
5162,1733,Cruise Control,Yes
5163,1512,ABS,Yes
5164,576,Air Conditioning,No
5165,928,Power Windows,No
5166,1741,Air Conditioning,Yes
5167,690,Bluetooth,Yes
5168,333,Backup Camera,No
5169,195,Backup Camera,No
5170,604,Backup Camera,Yes
5171,948,Air Conditioning,No
5172,325,Power Windows,No
5173,1178,Backup Camera,Yes
5174,504,Power Windows,No
5175,1030,Bluetooth,No
5176,1010,Power Windows,No
5177,1042,Backup Camera,Yes
5178,769,Power Windows,No
5179,215,Power Windows,No
5180,1295,Air Conditioning,No
5181,936,Bluetooth,No
5182,358,Air Conditioning,Yes
5183,925,Air Conditioning,No
5184,60,Bluetooth,No
5185,952,Cruise Control,Yes
5186,168,Backup Camera,Yes
5187,1379,Backup Camera,Yes
5188,1506,Air Conditioning,No
5189,281,Power Windows,Yes
5190,1926,Bluetooth,Yes
5191,1572,ABS,No
5192,323,Bluetooth,Yes
5193,244,Backup Camera,No
5194,1318,Cruise Control,Yes
5195,1139,Cruise Control,Yes
5196,301,Backup Camera,Yes
5197,218,Backup Camera,No
5198,1868,ABS,No
5199,1598,ABS,No
5200,795,ABS,Yes
5201,1953,ABS,Yes
5202,169,Air Conditioning,No
5203,1917,Power Windows,No
5204,1989,Backup Camera,Yes
5205,681,Power Windows,Yes
5206,1075,Backup Camera,Yes
5207,1402,Air Conditioning,No
5208,1095,Backup Camera,No
5209,240,ABS,No
5210,762,Air Conditioning,Yes
5211,826,Air Conditioning,No
5212,1457,Cruise Control,Yes
5213,1581,Backup Camera,Yes
5214,1592,Power Windows,Yes
5215,847,Bluetooth,No
5216,1975,Cruise Control,Yes
5217,876,Air Conditioning,Yes
5218,1348,Cruise Control,No
5219,312,ABS,Yes
5220,406,Bluetooth,Yes
5221,1978,ABS,No
5222,705,Backup Camera,No
5223,932,Power Windows,Yes
5224,329,Power Windows,No
5225,420,Cruise Control,Yes
5226,1653,Air Conditioning,Yes
5227,1701,ABS,Yes
5228,1316,Cruise Control,Yes
5229,1716,Air Conditioning,No
5230,1274,Power Windows,Yes
5231,961,ABS,Yes
5232,1664,Power Windows,Yes
5233,1882,Bluetooth,No
5234,1151,ABS,Yes
5235,1992,ABS,No
5236,142,ABS,No
5237,1885,Power Windows,No
5238,891,Air Conditioning,Yes
5239,2000,Bluetooth,Yes
5240,1128,Bluetooth,No
5241,10,Cruise Control,No
5242,479,Power Windows,No
5243,720,Backup Camera,Yes
5244,820,Cruise Control,No
5245,825,Cruise Control,Yes
5246,481,Air Conditioning,Yes
5247,1505,Backup Camera,Yes
5248,1598,ABS,No
5249,887,Air Conditioning,No
5250,564,Power Windows,Yes
5251,1440,Cruise Control,No
5252,993,Air Conditioning,No
5253,761,Air Conditioning,Yes
5254,376,Backup Camera,Yes
5255,54,ABS,Yes
5256,1147,Power Windows,Yes
5257,1517,Bluetooth,Yes
5258,680,Bluetooth,No
5259,730,Backup Camera,Yes
5260,604,Backup Camera,Yes
5261,1639,Cruise Control,No
5262,533,Air Conditioning,No
5263,766,Cruise Control,Yes
5264,1614,Bluetooth,Yes
5265,588,ABS,Yes
5266,169,Backup Camera,Yes
5267,431,Cruise Control,No
5268,111,Air Conditioning,No
5269,932,Power Windows,Yes
5270,474,Cruise Control,Yes
5271,1227,Power Windows,Yes
5272,22,Power Windows,Yes
5273,79,Air Conditioning,Yes
5274,193,Cruise Control,No
5275,1496,Power Windows,No
5276,1396,ABS,No
5277,868,Cruise Control,No
5278,248,Backup Camera,Yes
5279,515,Backup Camera,Yes
5280,682,Bluetooth,No
5281,1633,ABS,Yes
5282,1451,Backup Camera,No
5283,1426,Air Conditioning,No
5284,649,ABS,No
5285,1394,Air Conditioning,Yes
5286,653,ABS,Yes
5287,1499,Bluetooth,No
5288,1575,ABS,No
5289,1416,Bluetooth,Yes
5290,1091,Backup Camera,Yes
5291,753,Air Conditioning,Yes
5292,1208,Backup Camera,Yes
5293,1350,Backup Camera,Yes
5294,1906,Bluetooth,Yes
5295,31,Air Conditioning,Yes
5296,1889,Bluetooth,No
5297,1822,Backup Camera,Yes
5298,746,Bluetooth,Yes
5299,625,ABS,Yes
5300,1528,Bluetooth,Yes
5301,471,Air Conditioning,No
5302,1551,Bluetooth,No
5303,1366,ABS,Yes
5304,366,Backup Camera,No
5305,266,Air Conditioning,No
5306,15,Air Conditioning,Yes
5307,1973,Backup Camera,No
5308,1355,Cruise Control,No
5309,1069,Bluetooth,Yes
5310,1855,Backup Camera,Yes
5311,865,Backup Camera,Yes
5312,1635,Air Conditioning,No
5313,1112,Power Windows,No
5314,1654,Backup Camera,No
5315,891,Cruise Control,No
5316,1702,Bluetooth,No
5317,1065,Air Conditioning,Yes
5318,1256,Air Conditioning,No
5319,1055,Backup Camera,No
5320,1744,Bluetooth,No
5321,266,Cruise Control,Yes
5322,1704,ABS,Yes
5323,274,Air Conditioning,Yes
5324,989,Air Conditioning,Yes
5325,168,Backup Camera,Yes
5326,269,Air Conditioning,No
5327,1697,ABS,No
5328,168,Bluetooth,Yes
5329,1305,Air Conditioning,Yes
5330,56,Cruise Control,No
5331,290,Air Conditioning,Yes
5332,174,Backup Camera,Yes
5333,1967,Backup Camera,Yes
5334,10,Air Conditioning,No
5335,1072,Bluetooth,No
5336,834,Bluetooth,Yes
5337,1693,Bluetooth,Yes
5338,1963,Bluetooth,No
5339,1193,Backup Camera,Yes
5340,1083,Air Conditioning,Yes
5341,1446,Backup Camera,Yes
5342,1965,Cruise Control,Yes
5343,1557,Air Conditioning,Yes
5344,1849,Bluetooth,Yes
5345,1719,Air Conditioning,Yes
5346,818,ABS,No
5347,936,Bluetooth,Yes
5348,1033,ABS,No
5349,1138,Backup Camera,Yes
5350,96,Bluetooth,Yes
5351,1871,Cruise Control,Yes
5352,1389,Air Conditioning,No
5353,1348,ABS,No
5354,1697,Air Conditioning,Yes
5355,1212,Air Conditioning,No
5356,286,Cruise Control,Yes
5357,1800,Air Conditioning,No
5358,1586,Air Conditioning,Yes
5359,141,Air Conditioning,No
5360,462,Cruise Control,No
5361,437,Cruise Control,Yes
5362,1462,Air Conditioning,Yes
5363,792,Air Conditioning,No
5364,1900,ABS,No
5365,1375,Cruise Control,Yes
5366,582,Air Conditioning,No
5367,1998,Cruise Control,Yes
5368,1708,Power Windows,No
5369,1051,Backup Camera,No
5370,439,Air Conditioning,No
5371,315,Bluetooth,Yes
5372,789,Power Windows,Yes
5373,831,ABS,No
5374,1506,Backup Camera,No
5375,1370,Power Windows,Yes
5376,1263,ABS,No
5377,1383,ABS,No
5378,1361,Backup Camera,No
5379,783,Backup Camera,No
5380,354,Air Conditioning,No
5381,704,Cruise Control,Yes
5382,441,Cruise Control,No
5383,649,ABS,Yes
5384,633,ABS,No
5385,927,Cruise Control,No
5386,901,Bluetooth,No
5387,1698,ABS,No
5388,547,Bluetooth,No
5389,1263,ABS,Yes
5390,691,Power Windows,No
5391,1552,Cruise Control,No
5392,1870,Cruise Control,No
5393,1520,Air Conditioning,No
5394,1308,Air Conditioning,No
5395,395,Cruise Control,Yes
5396,1022,Backup Camera,Yes
5397,1564,Cruise Control,No
5398,1563,Power Windows,No
5399,1990,Cruise Control,No
5400,1420,Power Windows,No
5401,1524,Power Windows,No
5402,754,Power Windows,No
5403,1269,Cruise Control,Yes
5404,1426,ABS,Yes
5405,423,Power Windows,No
5406,351,ABS,No
5407,696,Cruise Control,No
5408,1709,Air Conditioning,Yes
5409,1784,Power Windows,No
5410,61,Backup Camera,Yes
5411,36,Bluetooth,Yes
5412,995,Air Conditioning,Yes
5413,1994,Power Windows,Yes
5414,202,Cruise Control,Yes
5415,1668,Power Windows,No
5416,1016,Backup Camera,Yes
5417,488,Cruise Control,No
5418,814,Bluetooth,No
5419,1734,Power Windows,Yes
5420,1429,Backup Camera,No
5421,194,Air Conditioning,Yes
5422,753,Air Conditioning,Yes
5423,841,Air Conditioning,Yes
5424,1725,ABS,No
5425,1642,Air Conditioning,No
5426,919,Backup Camera,Yes
5427,1749,ABS,Yes
5428,1759,Bluetooth,No
5429,129,Power Windows,No
5430,1701,Power Windows,Yes
5431,872,Backup Camera,Yes
5432,1083,Cruise Control,Yes
5433,1645,Backup Camera,Yes
5434,62,ABS,No
5435,840,Cruise Control,No
5436,207,Bluetooth,No
5437,766,Air Conditioning,Yes
5438,916,ABS,Yes
5439,1943,Air Conditioning,No
5440,1639,ABS,No
5441,293,Backup Camera,Yes
5442,1085,Bluetooth,Yes
5443,489,Bluetooth,Yes
5444,176,ABS,No
5445,1276,Backup Camera,Yes
5446,1322,Power Windows,No
5447,1077,Air Conditioning,Yes
5448,369,ABS,Yes
5449,717,Bluetooth,Yes
5450,1231,Cruise Control,Yes
5451,399,Power Windows,No
5452,78,ABS,No
5453,1197,Backup Camera,No
5454,311,Power Windows,Yes
5455,1580,Power Windows,Yes
5456,949,ABS,No
5457,93,Power Windows,No
5458,927,Cruise Control,Yes
5459,365,Cruise Control,Yes
5460,1419,Power Windows,Yes
5461,978,Cruise Control,No
5462,217,ABS,Yes
5463,1321,Power Windows,No
5464,1818,Cruise Control,No
5465,631,Backup Camera,No
5466,244,Bluetooth,Yes
5467,1585,ABS,Yes
5468,1776,Air Conditioning,Yes
5469,314,ABS,No
5470,1326,Bluetooth,No
5471,327,Bluetooth,No
5472,1212,Power Windows,Yes
5473,716,Air Conditioning,No
5474,1552,Power Windows,No
5475,990,Backup Camera,No
5476,1066,Bluetooth,No
5477,1893,ABS,Yes
5478,1339,Power Windows,Yes
5479,1257,Power Windows,Yes
5480,1967,ABS,No
5481,1591,Power Windows,No
5482,1273,Air Conditioning,Yes
5483,1522,Backup Camera,Yes
5484,969,Bluetooth,Yes
5485,1217,Power Windows,Yes
5486,824,Bluetooth,Yes
5487,1006,Bluetooth,Yes
5488,1670,ABS,No
5489,947,Air Conditioning,Yes
5490,1089,Backup Camera,No
5491,266,Power Windows,Yes
5492,488,Power Windows,No
5493,1391,Bluetooth,No
5494,1670,ABS,Yes
5495,1356,ABS,Yes
5496,282,Bluetooth,No
5497,1744,Power Windows,No
5498,1887,ABS,No
5499,1340,Power Windows,No
5500,700,Backup Camera,Yes
5501,100,Backup Camera,No
5502,1221,ABS,Yes
5503,322,Power Windows,Yes
5504,896,Backup Camera,Yes
5505,767,Backup Camera,No
5506,365,Cruise Control,No
5507,711,Power Windows,No
5508,617,ABS,Yes
5509,296,ABS,No
5510,140,Air Conditioning,No
5511,1772,Air Conditioning,Yes
5512,1137,Power Windows,Yes
5513,1551,Air Conditioning,No
5514,1883,ABS,No
5515,1913,Cruise Control,Yes
5516,1360,Cruise Control,Yes
5517,1825,Backup Camera,No
5518,1092,Power Windows,No
5519,1905,Air Conditioning,No
5520,1209,ABS,No
5521,700,Air Conditioning,Yes
5522,935,ABS,No
5523,1692,Backup Camera,No
5524,1487,ABS,Yes
5525,973,Backup Camera,No
5526,1816,Backup Camera,No
5527,1823,ABS,Yes
5528,1400,Backup Camera,No
5529,1653,Cruise Control,Yes
5530,540,Power Windows,Yes
5531,253,ABS,Yes
5532,1878,ABS,Yes
5533,900,Backup Camera,No
5534,722,Cruise Control,Yes
5535,1126,Power Windows,No
5536,1805,Power Windows,Yes
5537,1052,Bluetooth,Yes
5538,1089,ABS,Yes
5539,1489,ABS,No
5540,1437,Power Windows,Yes
5541,1119,Air Conditioning,No
5542,1228,ABS,No
5543,1259,ABS,Yes
5544,1612,Air Conditioning,No
5545,1561,ABS,No
5546,1598,Backup Camera,Yes
5547,796,Bluetooth,Yes
5548,1959,Bluetooth,Yes
5549,626,Cruise Control,Yes
5550,1928,Air Conditioning,No
5551,34,Air Conditioning,Yes
5552,1335,Air Conditioning,Yes
5553,1539,Power Windows,No
5554,1810,Bluetooth,Yes
5555,1112,Power Windows,No
5556,858,Cruise Control,No
5557,1604,Cruise Control,No
5558,1230,Backup Camera,Yes
5559,870,Power Windows,No
5560,1273,Power Windows,No
5561,979,Power Windows,No
5562,419,Backup Camera,No
5563,1421,Air Conditioning,No
5564,1219,Cruise Control,No
5565,1816,Backup Camera,No
5566,1681,ABS,Yes
5567,750,ABS,No
5568,207,Backup Camera,No
5569,1608,Power Windows,No
5570,60,Cruise Control,No
5571,1337,Air Conditioning,Yes
5572,358,Power Windows,No
5573,248,Cruise Control,No
5574,476,Air Conditioning,Yes
5575,1460,Power Windows,Yes
5576,963,Cruise Control,Yes
5577,1682,Air Conditioning,No
5578,864,Cruise Control,Yes
5579,1359,Backup Camera,No
5580,1405,ABS,Yes
5581,337,ABS,Yes
5582,1032,Cruise Control,Yes
5583,1750,Power Windows,Yes
5584,1691,Backup Camera,No
5585,1121,ABS,Yes
5586,18,Bluetooth,Yes
5587,1600,Cruise Control,Yes
5588,103,Air Conditioning,Yes
5589,1197,ABS,No
5590,410,Air Conditioning,Yes
5591,1990,Power Windows,Yes
5592,954,Backup Camera,No
5593,391,Power Windows,No
5594,1988,Bluetooth,No
5595,1929,Air Conditioning,No
5596,72,ABS,No
5597,1645,Power Windows,Yes
5598,1899,Backup Camera,Yes
5599,1185,ABS,Yes
5600,1145,Power Windows,No
5601,1979,Cruise Control,No
5602,1351,Bluetooth,Yes
5603,53,Cruise Control,No
5604,290,Cruise Control,Yes
5605,65,Power Windows,Yes
5606,1989,Air Conditioning,No
5607,133,Bluetooth,Yes
5608,1742,Power Windows,No
5609,91,Power Windows,Yes
5610,500,Power Windows,No
5611,691,Backup Camera,Yes
5612,296,Cruise Control,No
5613,685,Bluetooth,No
5614,897,ABS,Yes
5615,103,Cruise Control,No
5616,533,Bluetooth,Yes
5617,1339,Power Windows,No
5618,1246,Bluetooth,No
5619,591,Power Windows,Yes
5620,292,Power Windows,Yes
5621,1855,Bluetooth,No
5622,405,Air Conditioning,Yes
5623,500,Power Windows,Yes
5624,378,Bluetooth,Yes
5625,1236,Power Windows,Yes
5626,1471,ABS,Yes
5627,1062,Backup Camera,No
5628,434,Backup Camera,No
5629,1916,ABS,No
5630,108,Power Windows,Yes
5631,981,Backup Camera,No
5632,705,Cruise Control,No
5633,1926,Backup Camera,No
5634,795,ABS,No
5635,1769,Backup Camera,Yes
5636,1342,Backup Camera,Yes
5637,516,Cruise Control,Yes
5638,646,Power Windows,No
5639,172,Bluetooth,Yes
5640,853,Backup Camera,Yes
5641,1361,ABS,Yes
5642,1117,Power Windows,Yes
5643,454,Cruise Control,Yes
5644,1338,Power Windows,Yes
5645,268,ABS,No
5646,945,Air Conditioning,Yes
5647,1468,ABS,Yes
5648,1250,Cruise Control,No
5649,191,Bluetooth,Yes
5650,1711,Backup Camera,Yes
5651,152,Power Windows,No
5652,992,Air Conditioning,No
5653,740,Backup Camera,Yes
5654,530,Power Windows,No
5655,1802,Cruise Control,No
5656,824,Bluetooth,No
5657,1029,Power Windows,No
5658,964,Air Conditioning,No
5659,372,Bluetooth,Yes
5660,1906,Backup Camera,No
5661,823,Backup Camera,Yes
5662,1831,ABS,Yes
5663,954,Air Conditioning,Yes
5664,275,Cruise Control,No
5665,815,Bluetooth,No
5666,941,Cruise Control,Yes
5667,467,Backup Camera,Yes
5668,1561,Cruise Control,No
5669,1977,Bluetooth,Yes
5670,1857,Air Conditioning,No
5671,603,Backup Camera,Yes
5672,1615,Bluetooth,Yes
5673,1961,Power Windows,No
5674,241,Bluetooth,No
5675,1975,Bluetooth,No
5676,1881,Bluetooth,No
5677,1460,ABS,Yes
5678,1549,Bluetooth,No
5679,1686,Air Conditioning,No
5680,707,Cruise Control,Yes
5681,1336,Power Windows,No
5682,1129,Backup Camera,Yes
5683,346,Cruise Control,No
5684,1043,Backup Camera,No
5685,816,Bluetooth,Yes
5686,1898,Power Windows,Yes
5687,704,Bluetooth,No
5688,508,Power Windows,Yes
5689,634,Bluetooth,Yes
5690,1282,Backup Camera,No
5691,1059,Power Windows,No
5692,297,Air Conditioning,Yes
5693,75,Power Windows,No
5694,1639,Backup Camera,Yes
5695,1599,Bluetooth,No
5696,27,Backup Camera,No
