ServiceID,CarID,ServiceDate,ServiceType,Cost
2268,147,2023-04-25,Brake Inspection,916.0
2269,1800,2023-07-23,Engine Tune-up,491.0
2270,1119,2022-03-31,Oil Change,1259.0
2271,1315,2021-05-12,Engine Tune-up,674.0
2272,902,2023-12-18,Brake Inspection,1307.0
2273,863,2022-07-09,Oil Change,297.0
2274,1872,2022-02-09,Engine Tune-up,644.0
2275,866,2021-03-19,Oil Change,542.0
2276,1184,2023-02-14,Tire Rotation,1495.0
2277,1343,2022-08-12,Tire Rotation,1391.0
2278,1310,2021-02-24,Oil Change,68.0
2279,272,2022-02-22,Oil Change,1264.0
2280,1824,2022-02-16,Oil Change,1272.0
2281,1572,2023-07-25,Brake Inspection,1419.0
2282,614,2022-06-20,Tire Rotation,647.0
2283,1012,2022-09-20,Brake Inspection,1412.0
2284,1486,2023-12-28,Tire Rotation,617.0
2285,1976,2023-02-05,Oil Change,747.0
2286,335,2022-03-06,Tire Rotation,224.0
2287,1413,2021-10-27,Tire Rotation,1309.0
2288,1411,2021-12-29,Engine Tune-up,787.0
2289,849,2021-03-18,Oil Change,1132.0
2290,848,2022-05-26,Oil Change,454.0
2291,824,2022-10-11,Brake Inspection,554.0
2292,1027,2021-10-28,Oil Change,1183.0
2293,813,2021-08-10,Oil Change,217.0
2294,1882,2023-11-23,Brake Inspection,288.0
2295,889,2024-01-25,Brake Inspection,1192.0
2296,90,2022-04-26,Tire Rotation,510.0
2297,1635,2021-11-05,Engine Tune-up,681.0
2298,1170,2023-12-09,Brake Inspection,201.0
2299,1291,2022-12-24,Tire Rotation,1060.0
2300,613,2021-08-12,Brake Inspection,194.0
2301,741,2023-03-27,Brake Inspection,1492.0
2302,90,2022-02-08,Brake Inspection,830.0
2303,651,2021-08-22,Tire Rotation,1062.0
2304,444,2023-01-21,Oil Change,543.0
2305,388,2023-09-30,Brake Inspection,1292.0
2306,1701,2023-04-07,Tire Rotation,884.0
2307,1901,2022-04-02,Oil Change,75.0
2308,1913,2021-07-15,Tire Rotation,94.0
2309,788,2023-05-13,Oil Change,1222.0
2310,1644,2022-11-16,Oil Change,328.0
2311,1696,2021-11-29,Oil Change,616.0
2312,1600,2021-03-01,Tire Rotation,1362.0
2313,1332,2022-09-16,Engine Tune-up,140.0
2314,240,2023-03-28,Tire Rotation,169.0
2315,734,2023-07-31,Tire Rotation,1474.0
2316,1691,2021-12-10,Tire Rotation,513.0
2317,1859,2022-09-25,Tire Rotation,546.0
2318,1041,2022-07-15,Brake Inspection,904.0
2319,1884,2023-07-16,Oil Change,266.0
2320,22,2021-11-06,Brake Inspection,852.0
2321,524,2023-08-07,Tire Rotation,993.0
2322,1725,2022-06-04,Brake Inspection,934.0
2323,425,2022-09-28,Oil Change,1487.0
2324,786,2021-03-12,Tire Rotation,1217.0
2325,1630,2021-04-23,Engine Tune-up,1283.0
2326,936,2022-07-17,Tire Rotation,1389.0
2327,508,2023-09-13,Oil Change,738.0
2328,521,2023-08-12,Tire Rotation,353.0
2329,697,2023-12-24,Engine Tune-up,1165.0
2330,617,2021-12-22,Tire Rotation,1378.0
2331,268,2023-06-19,Oil Change,1351.0
2332,1276,2023-03-05,Tire Rotation,1012.0
2333,284,2021-04-10,Tire Rotation,1049.0
2334,1680,2021-11-23,Tire Rotation,942.0
2335,735,2023-07-18,Tire Rotation,457.0
2336,309,2023-10-06,Engine Tune-up,979.0
2337,205,2022-12-29,Brake Inspection,1415.0
2338,1163,2022-07-09,Oil Change,769.0
2339,1806,2022-07-30,Brake Inspection,253.0
2340,726,2023-02-21,Tire Rotation,258.0
2341,1028,2022-05-22,Engine Tune-up,558.0
2342,1506,2023-12-02,Tire Rotation,1357.0
2343,1433,2021-07-29,Tire Rotation,796.0
2344,551,2022-01-03,Engine Tune-up,1343.0
2345,1247,2023-05-01,Brake Inspection,872.0
2346,1074,2022-01-06,Tire Rotation,282.0
2347,468,2023-05-09,Brake Inspection,1389.0
2348,418,2022-10-31,Tire Rotation,1296.0
2349,874,2021-06-23,Oil Change,80.0
2350,1962,2022-04-28,Brake Inspection,224.0
2351,1475,2023-11-27,Tire Rotation,1019.0
2352,1936,2023-11-15,Oil Change,455.0
2353,561,2022-01-22,Tire Rotation,996.0
2354,479,2022-08-19,Brake Inspection,827.0
2355,1225,2023-06-12,Engine Tune-up,642.0
2356,677,2022-09-11,Brake Inspection,206.0
2357,264,2023-08-15,Tire Rotation,391.0
2358,1375,2023-05-25,Oil Change,1247.0
2359,212,2023-07-24,Brake Inspection,569.0
2360,1095,2023-02-15,Engine Tune-up,274.0
2361,489,2021-10-10,Brake Inspection,388.0
2362,271,2023-04-25,Tire Rotation,841.0
2363,269,2022-11-11,Tire Rotation,578.0
2364,1521,2022-03-29,Brake Inspection,1182.0
2365,1751,2023-06-08,Engine Tune-up,884.0
2366,1575,2023-07-23,Oil Change,1466.0
2367,84,2022-05-10,Engine Tune-up,171.0
2368,612,2021-05-28,Brake Inspection,1167.0
2369,723,2023-10-27,Engine Tune-up,213.0
2370,33,2022-12-26,Engine Tune-up,1273.0
2371,736,2022-04-03,Tire Rotation,1071.0
2372,1056,2023-06-25,Oil Change,574.0
2373,14,2021-05-21,Engine Tune-up,1387.0
2374,394,2023-10-24,Brake Inspection,346.0
2375,618,2022-04-02,Engine Tune-up,1308.0
2376,312,2022-06-21,Engine Tune-up,1172.0
2377,981,2022-05-14,Oil Change,675.0
2378,64,2022-05-07,Engine Tune-up,1211.0
2379,505,2023-08-18,Oil Change,388.0
2380,881,2023-10-06,Tire Rotation,428.0
2381,1602,2021-09-29,Oil Change,287.0
2382,197,2022-01-11,Brake Inspection,447.0
2383,1441,2022-11-22,Brake Inspection,444.0
2384,160,2022-06-08,Oil Change,1197.0
2385,733,2022-06-07,Oil Change,225.0
2386,836,2021-10-01,Brake Inspection,470.0
2387,507,2023-06-20,Tire Rotation,1447.0
2388,1066,2022-12-03,Engine Tune-up,304.0
2389,358,2021-11-11,Oil Change,866.0
2390,38,2021-09-02,Oil Change,911.0
2391,1870,2021-07-03,Tire Rotation,1043.0
2392,195,2021-10-04,Engine Tune-up,370.0
2393,1713,2021-08-10,Engine Tune-up,1215.0
2394,1695,2022-04-07,Oil Change,492.0
2395,1663,2022-05-20,Brake Inspection,439.0
2396,436,2022-11-14,Oil Change,1178.0
2397,765,2023-11-16,Engine Tune-up,1028.0
2398,1681,2022-08-28,Oil Change,1323.0
2399,799,2023-04-06,Engine Tune-up,374.0
2400,1138,2022-09-14,Engine Tune-up,1315.0
2401,75,2023-12-02,Brake Inspection,482.0
2402,911,2022-01-23,Brake Inspection,775.0
2403,781,2023-05-30,Oil Change,343.0
2404,646,2023-12-29,Tire Rotation,1449.0
2405,1465,2023-02-03,Tire Rotation,889.0
2406,1345,2023-09-10,Engine Tune-up,1285.0
2407,948,2021-10-03,Brake Inspection,244.0
2408,196,2021-10-26,Tire Rotation,368.0
2409,189,2022-04-18,Oil Change,352.0
2410,1791,2022-08-07,Engine Tune-up,1451.0
2411,538,2022-06-07,Engine Tune-up,166.0
2412,1352,2021-05-27,Oil Change,1130.0
2413,1580,2021-06-22,Engine Tune-up,1433.0
2414,743,2021-08-28,Oil Change,497.0
2415,591,2021-10-30,Engine Tune-up,1109.0
2416,1586,2022-11-12,Engine Tune-up,737.0
2417,1309,2021-10-26,Engine Tune-up,1034.0
2418,1375,2022-09-08,Tire Rotation,199.0
2419,126,2021-08-27,Engine Tune-up,1067.0
2420,1533,2023-10-23,Oil Change,183.0
2421,546,2021-03-03,Tire Rotation,1380.0
2422,1501,2022-04-12,Oil Change,140.0
2423,104,2022-08-30,Oil Change,1455.0
2424,1398,2023-12-29,Tire Rotation,182.0
2425,1318,2023-08-17,Tire Rotation,887.0
2426,382,2023-10-23,Engine Tune-up,418.0
2427,36,2021-07-11,Brake Inspection,495.0
2428,1264,2021-05-18,Tire Rotation,59.0
2429,1282,2023-02-22,Brake Inspection,949.0
2430,1718,2023-01-14,Engine Tune-up,548.0
2431,43,2021-10-20,Oil Change,841.0
2432,1553,2021-10-25,Brake Inspection,542.0
2433,309,2023-08-23,Tire Rotation,1211.0
2434,433,2022-09-21,Engine Tune-up,76.0
2435,1931,2023-09-15,Oil Change,502.0
2436,839,2022-10-05,Oil Change,608.0
2437,1434,2021-06-06,Engine Tune-up,1072.0
2438,1368,2021-05-19,Brake Inspection,304.0
2439,1474,2021-07-21,Brake Inspection,62.0
2440,464,2022-09-20,Tire Rotation,1147.0
2441,976,2023-11-13,Brake Inspection,1321.0
2442,1730,2021-12-10,Engine Tune-up,707.0
2443,1798,2024-02-11,Tire Rotation,665.0
2444,199,2021-08-23,Engine Tune-up,862.0
2445,1850,2023-05-19,Tire Rotation,1172.0
2446,713,2022-06-15,Engine Tune-up,723.0
2447,1841,2021-07-03,Brake Inspection,180.0
2448,942,2021-06-05,Tire Rotation,485.0
2449,1240,2021-03-30,Brake Inspection,1019.0
2450,153,2023-08-04,Engine Tune-up,850.0
2451,634,2021-11-14,Tire Rotation,540.0
2452,1538,2023-04-08,Brake Inspection,477.0
2453,816,2023-10-27,Engine Tune-up,121.0
2454,294,2023-08-11,Brake Inspection,760.0
2455,298,2022-06-05,Engine Tune-up,420.0
2456,1723,2021-11-08,Oil Change,314.0
2457,1877,2024-02-08,Brake Inspection,572.0
2458,63,2022-05-23,Oil Change,147.0
2459,1453,2021-06-24,Tire Rotation,228.0
2460,1747,2021-06-12,Oil Change,1441.0
2461,1107,2022-05-31,Engine Tune-up,312.0
2462,1284,2022-05-01,Brake Inspection,169.0
2463,741,2021-11-08,Tire Rotation,901.0
2464,1020,2022-07-21,Tire Rotation,271.0
2465,1061,2022-06-13,Oil Change,1311.0
2466,879,2021-06-22,Oil Change,1425.0
2467,1615,2022-08-29,Brake Inspection,459.0
2468,104,2024-01-19,Oil Change,994.0
2469,107,2024-02-11,Engine Tune-up,245.0
2470,466,2023-03-18,Engine Tune-up,347.0
2471,1737,2022-11-14,Tire Rotation,1343.0
2472,766,2023-03-19,Oil Change,1175.0
2473,1390,2022-01-06,Tire Rotation,219.0
2474,238,2023-12-22,Brake Inspection,818.0
2475,944,2023-02-04,Engine Tune-up,537.0
2476,1568,2023-07-30,Brake Inspection,485.0
2477,1073,2023-08-04,Brake Inspection,1033.0
2478,1440,2022-11-20,Oil Change,1387.0
2479,1526,2022-03-14,Oil Change,1081.0
2480,1398,2023-06-03,Brake Inspection,409.0
2481,1203,2021-12-28,Tire Rotation,1495.0
2482,2000,2023-08-08,Engine Tune-up,1474.0
2483,679,2023-12-11,Engine Tune-up,562.0
2484,538,2022-11-27,Oil Change,758.0
2485,1633,2021-11-03,Engine Tune-up,823.0
2486,816,2022-09-14,Oil Change,1495.0
2487,508,2022-06-16,Oil Change,384.0
2488,661,2023-05-23,Oil Change,623.0
2489,1942,2023-02-09,Brake Inspection,1406.0
2490,668,2021-04-16,Engine Tune-up,183.0
2491,260,2023-09-02,Engine Tune-up,135.0
2492,1334,2022-01-21,Oil Change,260.0
2493,583,2021-07-24,Tire Rotation,661.0
2494,169,2023-12-20,Brake Inspection,522.0
2495,1937,2022-02-15,Engine Tune-up,116.0
2496,1095,2021-07-06,Engine Tune-up,100.0
2497,103,2021-10-03,Brake Inspection,1233.0
2498,1422,2023-04-01,Engine Tune-up,172.0
2499,1394,2023-12-23,Engine Tune-up,997.0
2500,1469,2022-08-31,Oil Change,1064.0
2501,964,2023-11-21,Engine Tune-up,557.0
2502,1068,2023-09-21,Tire Rotation,370.0
2503,371,2022-06-28,Brake Inspection,782.0
2504,332,2021-11-23,Oil Change,448.0
2505,909,2021-03-26,Tire Rotation,123.0
2506,1957,2023-10-12,Engine Tune-up,466.0
2507,34,2024-01-29,Tire Rotation,912.0
2508,1615,2023-12-05,Brake Inspection,232.0
2509,1691,2021-11-04,Engine Tune-up,1046.0
2510,1805,2023-03-26,Engine Tune-up,561.0
2511,1918,2021-11-03,Tire Rotation,1285.0
2512,1785,2022-09-24,Engine Tune-up,1404.0
2513,772,2022-01-27,Brake Inspection,1445.0
2514,1304,2023-04-02,Brake Inspection,915.0
2515,1370,2023-10-13,Brake Inspection,1198.0
2516,1118,2023-04-23,Tire Rotation,244.0
2517,817,2023-08-10,Brake Inspection,203.0
2518,682,2022-06-07,Brake Inspection,756.0
2519,1227,2023-08-30,Brake Inspection,753.0
2520,1010,2022-01-20,Oil Change,1342.0
2521,526,2021-09-01,Tire Rotation,395.0
2522,1506,2023-04-21,Oil Change,612.0
2523,774,2023-11-26,Oil Change,1475.0
2524,203,2023-01-21,Brake Inspection,569.0
2525,891,2023-08-08,Oil Change,1260.0
2526,251,2023-05-09,Tire Rotation,927.0
2527,1357,2023-07-16,Brake Inspection,594.0
2528,508,2023-06-01,Engine Tune-up,1134.0
2529,972,2021-05-10,Oil Change,1138.0
2530,1372,2024-01-29,Tire Rotation,868.0
2531,89,2021-07-01,Engine Tune-up,682.0
2532,1398,2023-04-01,Brake Inspection,1402.0
2533,1338,2022-04-18,Engine Tune-up,625.0
2534,1042,2023-11-10,Oil Change,1246.0
2535,1667,2022-07-24,Engine Tune-up,906.0
2536,54,2023-03-24,Oil Change,1360.0
2537,276,2022-04-03,Oil Change,743.0
2538,1562,2022-02-27,Engine Tune-up,1403.0
2539,278,2022-09-29,Brake Inspection,794.0
2540,519,2022-02-17,Engine Tune-up,1282.0
2541,926,2022-05-03,Engine Tune-up,985.0
2542,27,2022-01-03,Oil Change,1465.0
2543,699,2022-04-20,Tire Rotation,1426.0
2544,703,2023-06-10,Engine Tune-up,1274.0
2545,1023,2023-08-14,Tire Rotation,117.0
2546,114,2021-09-22,Engine Tune-up,1220.0
2547,1458,2021-06-11,Tire Rotation,1282.0
2548,664,2022-08-24,Brake Inspection,997.0
2549,1733,2023-05-22,Oil Change,1257.0
2550,1782,2021-07-08,Brake Inspection,492.0
2551,1417,2022-06-29,Tire Rotation,733.0
2552,1184,2023-09-19,Tire Rotation,80.0
2553,811,2023-11-13,Oil Change,870.0
2554,1702,2022-02-25,Tire Rotation,1161.0
2555,1868,2023-02-14,Oil Change,1450.0
2556,1527,2021-04-22,Engine Tune-up,596.0
2557,1001,2023-05-12,Tire Rotation,56.0
2558,1563,2022-06-20,Oil Change,606.0
2559,1103,2023-12-09,Engine Tune-up,635.0
2560,1008,2023-07-12,Engine Tune-up,201.0
2561,563,2023-10-11,Oil Change,1107.0
2562,341,2021-03-12,Tire Rotation,541.0
2563,622,2021-10-12,Engine Tune-up,1205.0
2564,1753,2022-05-16,Engine Tune-up,1271.0
2565,1624,2021-09-25,Engine Tune-up,1035.0
2566,965,2023-01-23,Oil Change,817.0
2567,1863,2023-12-15,Oil Change,400.0
2568,1538,2023-10-15,Engine Tune-up,76.0
2569,958,2021-11-21,Engine Tune-up,765.0
2570,1653,2022-01-23,Brake Inspection,988.0
2571,1621,2024-02-03,Engine Tune-up,970.0
2572,1485,2021-10-14,Tire Rotation,396.0
2573,422,2021-09-19,Engine Tune-up,1193.0
2574,468,2021-04-10,Tire Rotation,386.0
2575,1128,2021-03-07,Brake Inspection,1119.0
2576,581,2023-08-06,Tire Rotation,1314.0
2577,1914,2023-12-29,Engine Tune-up,1329.0
2578,404,2022-06-16,Engine Tune-up,196.0
2579,1658,2021-05-23,Engine Tune-up,607.0
2580,33,2022-05-29,Tire Rotation,111.0
2581,1306,2022-05-12,Oil Change,429.0
2582,1880,2023-10-28,Brake Inspection,813.0
2583,626,2021-04-18,Oil Change,749.0
2584,885,2023-08-08,Engine Tune-up,292.0
2585,102,2024-01-27,Brake Inspection,475.0
2586,262,2022-01-04,Tire Rotation,101.0
2587,806,2021-06-25,Brake Inspection,434.0
2588,1588,2021-02-22,Tire Rotation,461.0
2589,1351,2021-07-06,Oil Change,613.0
2590,1621,2021-04-23,Tire Rotation,119.0
2591,931,2021-05-12,Tire Rotation,942.0
2592,1671,2021-12-16,Oil Change,594.0
2593,357,2022-06-01,Engine Tune-up,767.0
2594,1959,2021-03-08,Engine Tune-up,535.0
2595,830,2022-09-08,Oil Change,93.0
2596,1474,2022-12-29,Oil Change,188.0
2597,791,2022-03-17,Engine Tune-up,367.0
2598,1994,2023-06-20,Oil Change,920.0
2599,1954,2021-04-30,Engine Tune-up,1414.0
2600,658,2021-06-12,Brake Inspection,171.0
2601,1464,2023-01-27,Engine Tune-up,1208.0
2602,1670,2022-05-29,Oil Change,684.0
2603,708,2021-06-17,Oil Change,1050.0
2604,1011,2023-04-27,Brake Inspection,418.0
2605,1591,2021-09-15,Engine Tune-up,1397.0
2606,239,2021-10-30,Oil Change,824.0
2607,49,2023-04-22,Brake Inspection,540.0
2608,1753,2021-07-12,Engine Tune-up,474.0
2609,967,2021-04-12,Engine Tune-up,657.0
2610,1419,2021-06-22,Brake Inspection,511.0
2611,807,2024-01-21,Oil Change,773.0
2612,1118,2021-06-17,Engine Tune-up,590.0
2613,1121,2022-12-28,Brake Inspection,834.0
2614,1716,2023-01-10,Brake Inspection,369.0
2615,270,2022-03-03,Engine Tune-up,594.0
2616,1084,2022-01-07,Tire Rotation,618.0
2617,1148,2022-08-24,Oil Change,414.0
2618,1543,2021-09-02,Tire Rotation,88.0
2619,824,2023-09-16,Tire Rotation,1382.0
2620,969,2021-04-01,Brake Inspection,861.0
2621,650,2023-06-06,Tire Rotation,1392.0
2622,1260,2021-03-14,Engine Tune-up,1280.0
2623,1121,2021-09-08,Engine Tune-up,242.0
2624,418,2022-05-06,Oil Change,1165.0
2625,977,2023-06-18,Engine Tune-up,802.0
2626,1282,2021-11-26,Oil Change,1050.0
2627,1199,2022-10-01,Oil Change,943.0
2628,1519,2021-05-30,Engine Tune-up,847.0
2629,6,2022-11-04,Oil Change,1397.0
2630,1815,2022-07-31,Tire Rotation,1032.0
2631,1582,2023-11-12,Engine Tune-up,559.0
2632,1100,2023-01-18,Brake Inspection,376.0
2633,639,2022-06-27,Engine Tune-up,1405.0
2634,420,2021-02-17,Brake Inspection,874.0
2635,262,2022-02-23,Oil Change,798.0
2636,1518,2023-03-18,Engine Tune-up,227.0
2637,1578,2023-11-25,Engine Tune-up,669.0
2638,979,2022-09-12,Brake Inspection,1040.0
2639,352,2021-10-06,Brake Inspection,950.0
2640,1820,2021-11-22,Engine Tune-up,425.0
2641,1765,2022-09-19,Tire Rotation,811.0
2642,1438,2022-06-16,Engine Tune-up,1081.0
2643,930,2021-05-14,Oil Change,317.0
2644,1691,2022-08-12,Tire Rotation,1099.0
2645,147,2021-02-24,Tire Rotation,1300.0
2646,1226,2021-11-22,Tire Rotation,851.0
2647,628,2021-07-25,Engine Tune-up,234.0
2648,528,2022-08-27,Brake Inspection,1364.0
2649,1824,2022-07-09,Engine Tune-up,758.0
2650,317,2021-12-06,Brake Inspection,1468.0
2651,1903,2022-03-04,Oil Change,783.0
2652,668,2023-10-31,Engine Tune-up,813.0
2653,930,2021-03-12,Tire Rotation,474.0
2654,1200,2024-01-17,Brake Inspection,965.0
2655,1245,2021-05-17,Brake Inspection,919.0
2656,323,2021-08-29,Oil Change,1236.0
2657,77,2022-05-14,Brake Inspection,280.0
2658,1128,2023-07-29,Brake Inspection,1029.0
2659,1850,2022-11-30,Engine Tune-up,447.0
2660,1820,2021-08-29,Oil Change,372.0
2661,1390,2023-10-05,Engine Tune-up,774.0
2662,1556,2022-12-20,Oil Change,960.0
2663,1671,2023-05-12,Tire Rotation,950.0
2664,1023,2021-06-21,Oil Change,625.0
2665,1088,2021-10-12,Brake Inspection,1330.0
2666,1074,2023-02-17,Engine Tune-up,603.0
2667,278,2022-09-13,Tire Rotation,913.0
2668,1767,2021-06-01,Oil Change,850.0
2669,136,2022-05-24,Brake Inspection,1161.0
2670,1660,2023-09-08,Brake Inspection,132.0
2671,1434,2023-06-07,Engine Tune-up,1060.0
2672,1091,2023-08-04,Tire Rotation,338.0
2673,489,2022-11-18,Tire Rotation,701.0
2674,255,2023-12-27,Brake Inspection,126.0
2675,141,2022-07-21,Engine Tune-up,165.0
2676,1734,2023-01-24,Engine Tune-up,619.0
2677,766,2021-04-24,Tire Rotation,1344.0
2678,149,2022-01-02,Engine Tune-up,597.0
2679,1256,2023-11-12,Tire Rotation,345.0
2680,962,2023-06-25,Tire Rotation,1073.0
2681,398,2021-08-01,Engine Tune-up,460.0
2682,125,2022-05-28,Oil Change,1379.0
2683,738,2023-12-13,Brake Inspection,62.0
2684,785,2021-06-26,Brake Inspection,413.0
2685,979,2022-09-25,Brake Inspection,360.0
2686,1679,2023-02-10,Tire Rotation,674.0
2687,1637,2023-11-08,Engine Tune-up,711.0
2688,868,2023-08-05,Brake Inspection,932.0
2689,237,2021-06-14,Brake Inspection,239.0
2690,1628,2023-09-05,Brake Inspection,1353.0
2691,649,2022-07-25,Tire Rotation,132.0
2692,1221,2022-06-14,Brake Inspection,634.0
2693,1296,2021-10-11,Engine Tune-up,451.0
2694,1954,2021-09-29,Engine Tune-up,648.0
2695,541,2023-02-20,Engine Tune-up,127.0
2696,488,2022-08-04,Tire Rotation,1154.0
2697,331,2021-12-09,Oil Change,870.0
2698,302,2021-12-21,Engine Tune-up,1285.0
2699,397,2022-01-10,Engine Tune-up,268.0
2700,1180,2021-12-01,Tire Rotation,837.0
2701,1643,2023-10-07,Brake Inspection,473.0
2702,1563,2023-09-11,Tire Rotation,877.0
2703,999,2021-04-25,Engine Tune-up,881.0
2704,493,2023-10-03,Tire Rotation,400.0
2705,1538,2023-12-06,Tire Rotation,427.0
2706,562,2023-01-28,Engine Tune-up,274.0
2707,1959,2023-10-26,Brake Inspection,142.0
2708,1747,2021-09-05,Brake Inspection,787.0
2709,630,2023-03-09,Brake Inspection,257.0
2710,1904,2021-07-04,Brake Inspection,906.0
2711,1955,2023-04-20,Oil Change,1464.0
2712,1633,2022-06-13,Engine Tune-up,388.0
2713,1589,2023-11-22,Tire Rotation,1193.0
2714,1116,2022-11-29,Brake Inspection,445.0
2715,448,2021-04-04,Tire Rotation,906.0
2716,1955,2023-03-21,Engine Tune-up,911.0
2717,741,2023-03-05,Tire Rotation,973.0
2718,739,2023-02-12,Brake Inspection,570.0
2719,362,2021-10-27,Engine Tune-up,331.0
2720,1323,2024-01-20,Brake Inspection,428.0
2721,1784,2022-06-08,Tire Rotation,1057.0
2722,381,2021-07-05,Engine Tune-up,151.0
2723,565,2022-03-24,Brake Inspection,84.0
2724,1096,2021-09-27,Oil Change,464.0
2725,841,2021-07-28,Engine Tune-up,443.0
2726,231,2021-03-19,Brake Inspection,725.0
2727,1384,2022-01-30,Engine Tune-up,1245.0
2728,1506,2022-03-21,Oil Change,353.0
2729,1427,2022-06-28,Engine Tune-up,1151.0
2730,1983,2021-10-23,Engine Tune-up,818.0
2731,169,2022-04-28,Engine Tune-up,963.0
2732,795,2023-10-13,Engine Tune-up,930.0
2733,461,2023-11-26,Brake Inspection,984.0
2734,667,2023-05-25,Tire Rotation,484.0
2735,883,2023-04-05,Tire Rotation,476.0
2736,775,2021-02-22,Engine Tune-up,1292.0
2737,1896,2023-09-09,Brake Inspection,492.0
2738,1006,2022-12-06,Engine Tune-up,1460.0
2739,1079,2022-02-13,Engine Tune-up,307.0
2740,1475,2022-09-17,Tire Rotation,634.0
2741,1469,2023-09-23,Oil Change,1117.0
2742,1945,2022-11-25,Brake Inspection,656.0
2743,1853,2023-05-31,Oil Change,194.0
2744,1923,2022-10-13,Brake Inspection,1129.0
2745,1723,2023-09-06,Tire Rotation,328.0
2746,603,2022-02-18,Engine Tune-up,1431.0
2747,1335,2023-10-15,Brake Inspection,331.0
2748,702,2023-04-13,Tire Rotation,823.0
2749,308,2024-02-10,Brake Inspection,260.0
2750,697,2021-09-13,Engine Tune-up,719.0
2751,246,2023-03-30,Oil Change,1358.0
2752,531,2021-12-10,Tire Rotation,348.0
2753,382,2023-11-02,Engine Tune-up,207.0
2754,1259,2021-10-12,Oil Change,1117.0
2755,165,2022-06-30,Oil Change,538.0
2756,474,2023-11-12,Brake Inspection,223.0
2757,1441,2021-07-18,Engine Tune-up,477.0
2758,25,2023-12-07,Brake Inspection,680.0
2759,1576,2024-01-04,Engine Tune-up,361.0
2760,1703,2023-08-07,Oil Change,616.0
2761,781,2022-12-04,Brake Inspection,943.0
2762,554,2022-10-03,Oil Change,1002.0
2763,1914,2023-12-11,Oil Change,141.0
2764,991,2023-12-07,Tire Rotation,982.0
2765,1920,2023-02-17,Engine Tune-up,292.0
2766,1743,2023-07-16,Brake Inspection,151.0
2767,141,2022-03-29,Oil Change,1418.0
2768,183,2022-05-11,Brake Inspection,217.0
2769,648,2021-08-30,Brake Inspection,193.0
2770,754,2021-09-09,Oil Change,251.0
2771,1087,2022-10-09,Oil Change,1426.0
2772,854,2023-06-25,Oil Change,351.0
2773,742,2024-02-05,Engine Tune-up,629.0
2774,1489,2022-06-20,Oil Change,941.0
2775,182,2022-04-11,Engine Tune-up,1272.0
2776,613,2023-12-02,Oil Change,1063.0
2777,1726,2022-07-16,Oil Change,1289.0
2778,641,2023-09-23,Oil Change,1152.0
2779,1827,2023-03-14,Oil Change,1359.0
2780,1892,2023-05-20,Brake Inspection,249.0
2781,1189,2022-05-27,Brake Inspection,939.0
2782,1600,2022-05-12,Brake Inspection,975.0
2783,1123,2023-01-08,Brake Inspection,161.0
2784,1166,2022-02-05,Engine Tune-up,1406.0
2785,1821,2022-06-29,Tire Rotation,157.0
2786,1968,2021-09-18,Oil Change,301.0
2787,288,2021-12-18,Engine Tune-up,1379.0
2788,1863,2021-02-24,Tire Rotation,1447.0
2789,1800,2023-07-06,Oil Change,1177.0
2790,1072,2023-04-23,Engine Tune-up,152.0
2791,1688,2022-04-14,Engine Tune-up,797.0
2792,290,2021-10-04,Brake Inspection,243.0
2793,280,2023-03-22,Brake Inspection,472.0
2794,1601,2021-04-29,Brake Inspection,1400.0
2795,1110,2021-03-07,Brake Inspection,330.0
2796,967,2022-03-10,Brake Inspection,409.0
2797,1690,2021-03-27,Engine Tune-up,472.0
2798,115,2022-03-13,Oil Change,560.0
2799,1779,2021-11-07,Brake Inspection,852.0
2800,557,2023-01-29,Engine Tune-up,1433.0
2801,1683,2023-01-18,Engine Tune-up,957.0
2802,973,2022-05-30,Tire Rotation,276.0
2803,1094,2022-09-27,Engine Tune-up,247.0
2804,240,2022-07-08,Brake Inspection,316.0
2805,1586,2021-11-17,Oil Change,1030.0
2806,587,2024-01-10,Oil Change,284.0
2807,1129,2024-01-26,Oil Change,1450.0
2808,583,2023-11-10,Oil Change,985.0
2809,1384,2021-06-24,Oil Change,286.0
2810,1157,2022-08-28,Oil Change,1413.0
2811,770,2022-09-03,Brake Inspection,524.0
2812,637,2021-08-15,Tire Rotation,96.0
2813,1514,2022-11-09,Brake Inspection,539.0
2814,1077,2021-07-16,Brake Inspection,929.0
2815,1207,2023-10-12,Tire Rotation,246.0
2816,1779,2023-04-28,Tire Rotation,284.0
2817,95,2022-03-26,Engine Tune-up,727.0
2818,1891,2022-04-24,Tire Rotation,747.0
2819,99,2022-08-16,Brake Inspection,1269.0
2820,11,2022-01-20,Brake Inspection,368.0
2821,825,2021-03-17,Tire Rotation,1294.0
2822,411,2023-12-16,Engine Tune-up,1086.0
2823,1582,2022-05-26,Brake Inspection,916.0
2824,1104,2021-02-14,Oil Change,757.0
2825,811,2021-09-02,Tire Rotation,340.0
2826,1769,2023-03-30,Tire Rotation,515.0
2827,618,2023-08-24,Oil Change,665.0
2828,30,2023-07-09,Tire Rotation,835.0
2829,1834,2021-11-09,Brake Inspection,1125.0
2830,679,2023-07-09,Oil Change,1049.0
2831,1849,2023-06-19,Tire Rotation,1280.0
2832,143,2022-03-14,Oil Change,1190.0
2833,1371,2022-02-04,Brake Inspection,1361.0
2834,495,2022-07-12,Oil Change,1435.0
