CarID,Make,Model,Year,Mileage,VIN,EngineType,TransmissionType,FuelType
542,volkswagen,quattroporte,2014,8158,TB81FST12NZR0X4DR,6-Cylinder,Manual,Diesel
543,audi,frontier crew cab,2010,8333,UX3WY62N3AMMWP9ST,3-Cylinder,Automatic,Electric
544,audi,cl-class,2003,30259,L4ZXV0701S8NE1P27,6-Cylinder,CVT,Hybrid
545,dodge,land cruiser,2004,161527,ZN3UHPU737ANNT8U8,6-Cylinder,CVT,Gasoline
546,chevrolet,sonoma regular cab,1994,15625,KAR0TEJB38KZ3SU8E,3-Cylinder,Manual,Gasoline
547,audi,cutlass supreme,1993,3657,0FYMVJVJXV216YHJU,6-Cylinder,Automatic,Hybrid
548,smart,hombre spacecab,2019,167026,FESJUNM44VVBLFGLS,8-Cylinder,Manual,Hybrid
549,gmc,mariner,2015,90188,GXXMT7226KED0B7YM,5-Cylinder,CVT,Hybrid
551,audi,x3,1992,27312,K09C0CS147HXTJFA0,8-Cylinder,CVT,Gasoline
552,chrysler,f150 super cab,2015,127211,PPKG51L8734D9ES6H,6-Cylinder,CVT,Diesel
553,porsche,impala,2011,91048,T3ZDAX108MMUMWLMZ,2-Cylinder,CVT,Diesel
554,cadillac,rodeo,2011,46449,FRA9S34S5GWF4TTV4,5-Cylinder,Automatic,Electric
555,buick,rl,2012,159588,T2YE96553N536BK0X,3-Cylinder,Automatic,Diesel
556,chevrolet,odyssey,2014,70562,LP5GZY8818SFKBHXU,3-Cylinder,CVT,Electric
557,jaguar,sunbird,2012,56640,VR10PH7E12GBKBCNJ,2-Cylinder,Automatic,Electric
558,mitsubishi,b9 tribeca,2015,72566,Z4161E927NA18P89M,8-Cylinder,Automatic,Gasoline
559,mazda,pacifica,2017,173090,2KYX43UP8TB6CDYB8,2-Cylinder,Manual,Diesel
560,jaguar,navigator l,2006,9203,20CGKEXL8J05R1YE4,2-Cylinder,CVT,Electric
561,mercedes-benz,rdx,2008,30057,6YZMWPLD732DMLEWM,4-Cylinder,Automatic,Diesel
562,bmw,silverado 1500 regular cab,2012,134403,0MDRNUPP1M113RZRZ,8-Cylinder,CVT,Diesel
563,dodge,savana 2500 cargo,2000,23306,FFJD81XW5GSGTUUN6,10-Cylinder+,CVT,Gasoline
564,toyota,regal,1995,107262,GG6UWNJU6F5X6KYAA,4-Cylinder,Manual,Hybrid
565,chevrolet,forte5,1999,84968,KCES0E818566BYG39,5-Cylinder,Automatic,Gasoline
566,hyundai,cobalt,2010,164711,KGXC68R78H0CTFD7W,6-Cylinder,Automatic,Diesel
567,chevrolet,rx-8,2019,6004,5ST6P5S20A962RYTL,6-Cylinder,Automatic,Diesel
568,lexus,corolla,2017,173332,6RXMR8KP02A82GL8F,2-Cylinder,CVT,Electric
569,scion,a4,1994,171308,XYE1FJME0MS8CAT5T,5-Cylinder,Automatic,Diesel
570,mercury,transit 250 van,2010,181486,1B8ZWLVG92ETMJGWF,5-Cylinder,Manual,Hybrid
571,toyota,forester,2009,156539,RMC7EW037EFTDT51T,5-Cylinder,Manual,Diesel
572,maserati,xg350,2001,73629,U0BB674Z8HC4J3H2J,8-Cylinder,Automatic,Hybrid
573,subaru,fortwo,2009,81985,UG1JEWAW13RY8HM3X,4-Cylinder,CVT,Gasoline
574,toyota,intrepid,2000,185667,B8DWC9KZ2T4BHY3YU,6-Cylinder,Manual,Gasoline
575,chevrolet,f150 super cab,2004,44442,GFPZZBRBXVMPPPPL0,6-Cylinder,CVT,Gasoline
576,chrysler,clarity electric,2010,185128,1S2VEZUR8JSFLW2WK,2-Cylinder,Automatic,Electric
577,gmc,durango,2019,62518,SLH2S8SN51VM6Z1H6,8-Cylinder,CVT,Electric
578,kia,exige s,2016,47872,2EEPV4146GRTSDK2E,3-Cylinder,Manual,Hybrid
579,honda,tahoe,2019,197628,XDSM7D449VE7MA0YG,10-Cylinder+,CVT,Hybrid
580,dodge,2500 regular cab,2002,32652,18FWUWV3XR8V5LT9B,3-Cylinder,CVT,Hybrid
581,kia,avalon,1997,73843,UD7TKTD26F72NWCL1,4-Cylinder,Automatic,Diesel
582,subaru,escort,2001,123396,J4DH4JG566RTYPH7A,6-Cylinder,Manual,Gasoline
583,nissan,tl,1995,93664,ASFUAT081VNKA14ST,10-Cylinder+,Manual,Hybrid
584,ram,q5,2014,58014,VN8MRCCPX1PNZCFN0,8-Cylinder,CVT,Electric
585,dodge,express 3500 cargo,2012,144619,6SYCSYTH43BT8TEBS,4-Cylinder,Manual,Gasoline
586,bentley,626,2019,47513,AYN5LE3JX3UGP5L63,6-Cylinder,Manual,Gasoline
587,chrysler,allroad,2014,63792,SVDP2ZSZ6VZRC3F4J,4-Cylinder,CVT,Electric
588,mazda,cr-v,1992,178574,WMTR8TWJ4XD1HSDU5,4-Cylinder,Manual,Electric
589,chevrolet,sequoia,1995,78482,1SVE1AFDXYJZXF7CZ,8-Cylinder,CVT,Diesel
590,fiat,accord,2012,16348,PDZWPK965KGJS8XWU,4-Cylinder,CVT,Gasoline
591,mitsubishi,captiva sport,2003,132521,SG8G3H758EV9RCPWG,4-Cylinder,Automatic,Electric
592,gmc,458 italia,2003,139779,AJ02HR935RS2CMNRR,10-Cylinder+,Manual,Hybrid
593,honda,cr-v,2016,33232,EYLKLB113GA38RBAY,2-Cylinder,CVT,Hybrid
594,mitsubishi,t100 xtracab,2020,21428,CH9ND9E49ER4GVXLP,10-Cylinder+,CVT,Electric
595,porsche,endeavor,2003,118065,X7K7G384445WLXMXJ,5-Cylinder,CVT,Hybrid
596,chevrolet,bravada,2005,173496,2TS49XDJ6GCXNNYTB,6-Cylinder,CVT,Gasoline
598,mini,mx-5 miata,2011,11887,1EGSD5N189VL164HR,5-Cylinder,Manual,Electric
599,jeep,range rover,2017,181697,081TMDHP4ZLVZB4WK,3-Cylinder,Manual,Diesel
600,jeep,v50,2000,186158,XLX3MYNG3KVL769GX,4-Cylinder,Automatic,Gasoline
601,mercedes-benz,savana 2500 passenger,2008,3536,BCMBDGRC96GW3LB0W,8-Cylinder,Automatic,Diesel
602,ferrari,mazda6,2005,96213,T2BAG82H8R213BEC4,8-Cylinder,Manual,Electric
603,chevrolet,previa,2009,35027,T2Z8NFAF855VP3PAU,8-Cylinder,CVT,Diesel
604,ford,c-class,2012,159531,CCXKZY2Y0RJTCJ6RK,2-Cylinder,CVT,Gasoline
605,acura,park avenue,1998,79015,72702JB41EZ0W4PKW,3-Cylinder,CVT,Hybrid
606,dodge,tundra crewmax,1998,77568,RLX5F5W36CG7SNSJP,2-Cylinder,CVT,Gasoline
607,mercedes-benz,tiburon,2003,103772,6EY1TDEHXN3L82NAZ,3-Cylinder,Manual,Hybrid
608,lincoln,prowler,1997,78093,3FFY8WHL7GF3WMTWA,5-Cylinder,CVT,Gasoline
609,plymouth,f250 super duty regular cab,2012,113068,FMMPTM5K59PFY9H60,10-Cylinder+,Manual,Gasoline
610,honda,convertible,1996,43885,H31W54N32TH2XE61C,4-Cylinder,Manual,Diesel
612,porsche,ram 2500 club cab,1998,89578,3APT88TPXWL7N3WPJ,8-Cylinder,CVT,Diesel
613,gmc,sienna,2007,119592,J8T7Z6B77CBFTKK1W,2-Cylinder,Automatic,Electric
614,gmc,q60,2012,67368,W269ZPTH9AZ4LLK0J,10-Cylinder+,Automatic,Hybrid
615,ford,x6 m,2019,52758,AEY2VAGS52ZT5AS68,10-Cylinder+,Automatic,Electric
616,gmc,f430,2020,56775,G0HYBSCJ1SZC25WPD,5-Cylinder,Manual,Gasoline
617,volkswagen,insight,2004,159749,6PCZDPWE4Y5CPPRVF,6-Cylinder,Automatic,Gasoline
618,rolls-royce,kicks,2019,5413,RUKNVZEH8PPD6N95G,3-Cylinder,Automatic,Gasoline
619,chevrolet,quattroporte,2010,103035,TNTBAH2F4ZX1S6FER,8-Cylinder,CVT,Electric
620,plymouth,concorde,2005,23019,FAN00MAR3NNLSAVR9,8-Cylinder,CVT,Electric
621,oldsmobile,esteem,2016,183367,MB43VGF861XYEF9CJ,8-Cylinder,CVT,Gasoline
622,hyundai,fusion energi,2020,155680,R4WTF6NL9FCW674AL,6-Cylinder,Manual,Electric
623,porsche,1 series,2005,193558,W05KHV097MJRZXLVV,10-Cylinder+,Automatic,Electric
624,bentley,ram van 2500,2012,83694,T7T92CD07FWZPBETR,4-Cylinder,Automatic,Electric
625,toyota,sls-class,1997,172515,7CPGR1D48XMKN0UHT,6-Cylinder,Automatic,Diesel
626,gmc,lhs,2002,153826,T4WEKK9DX8SC5UHEK,6-Cylinder,CVT,Electric
627,volkswagen,civic,2018,114330,B2XZU6VAXZ0UT11JM,4-Cylinder,CVT,Hybrid
628,mercedes-benz,outlander sport,1997,22339,6FGNGAAEX0JYTV04P,10-Cylinder+,Automatic,Hybrid
629,chevrolet,cooper,2006,165921,7D20K4F1284A1YB9J,4-Cylinder,Automatic,Hybrid
630,chevrolet,3500 regular cab,2005,36221,Z7N3M62M7JGXBBZGV,8-Cylinder,Automatic,Gasoline
631,acura,escalade esv,1997,126156,WNJ9KM6K7NMR4AAR3,4-Cylinder,Automatic,Electric
632,mazda,tacoma double cab,2017,120234,MDUGDAWF2LT41ETXF,4-Cylinder,CVT,Diesel
633,porsche,nx,1996,67880,MGKRK08U52SKZ75FA,4-Cylinder,CVT,Hybrid
634,isuzu,stratus,2000,110435,1UW8AW3E7FZAYP6HB,5-Cylinder,CVT,Gasoline
635,nissan,express 3500 passenger,2015,179900,8V0PZLR859NXFTV33,3-Cylinder,CVT,Electric
636,mitsubishi,passat,2016,48765,AZTAS5HE50DWBYE3D,8-Cylinder,Automatic,Hybrid
637,oldsmobile,s4,2016,179457,34PCVD8NXJCFA7TNW,4-Cylinder,Manual,Diesel
638,gmc,spectra,2008,29003,415UPW4T2JSACV379,8-Cylinder,CVT,Hybrid
639,saturn,savana 2500 cargo,1994,19590,YNVK5ERR2MHS9TWSJ,3-Cylinder,CVT,Hybrid
640,lincoln,s5,2019,36305,C3A2NR0DXSC177C84,5-Cylinder,Manual,Diesel
641,chevrolet,insight,2003,126178,99ENXVNV9P9JFPZ1X,3-Cylinder,Automatic,Electric
642,kia,5-sep,2015,22302,7357JMN68T7AYHDP8,10-Cylinder+,CVT,Electric
643,lexus,300 sd,2011,12768,38VYAT6H8J2AMMHYC,6-Cylinder,Manual,Diesel
644,cadillac,bravada,2019,12364,Y55HFXNF06LX9MCY9,4-Cylinder,Automatic,Gasoline
645,cadillac,s-class,1993,191664,DRW0XG120D0FLECVJ,5-Cylinder,CVT,Electric
646,chevrolet,sierra 2500 extended cab,2002,143221,FKFR6A5R1M6129RJT,10-Cylinder+,Automatic,Electric
647,lexus,xj,1994,38117,76A8NFKN9C3RAJWAT,8-Cylinder,Manual,Gasoline
648,mazda,sprinter 2500 cargo,2011,154285,J99AR3TK17SL2JB3Z,2-Cylinder,CVT,Hybrid
649,chevrolet,2500 crew cab,1992,123103,JYX26ZJ41HYVAF1Y4,10-Cylinder+,Manual,Electric
650,mercedes-benz,911,2009,55478,087BT94TXTFAPB649,6-Cylinder,Automatic,Hybrid
651,dodge,kicks,2018,137224,EBGC11U78MDD42J8L,6-Cylinder,Manual,Gasoline
652,cadillac,taycan,2008,40502,CLZFGHLWX1JPNF4T4,3-Cylinder,Manual,Electric
653,volkswagen,vision,2015,30019,1K58FY442RCLTYR8V,3-Cylinder,CVT,Gasoline
654,mercedes-benz,sedona,2006,38105,2H2Y7N7934D3B5XSW,10-Cylinder+,Automatic,Hybrid
655,lotus,wrangler,2018,22580,ZDDVVD1132FR293BJ,8-Cylinder,Manual,Diesel
656,mitsubishi,tacoma regular cab,2009,118243,4XMWFZML4HP072V4M,8-Cylinder,Automatic,Diesel
657,mercedes-benz,new beetle,1998,140431,9B78NJ9H5G3NRWL0B,8-Cylinder,CVT,Diesel
658,gmc,sprinter 2500 cargo,2017,82713,UCF69XZH46B20KYFB,10-Cylinder+,CVT,Hybrid
659,chevrolet,durango,2002,142136,4FUY217E342PD4X4F,4-Cylinder,CVT,Diesel
660,lexus,eldorado,2001,135961,MKEV11GV6MRTLG372,10-Cylinder+,Manual,Electric
661,ford,elise,2014,168895,VBF759GU518ZYHKE8,8-Cylinder,Automatic,Diesel
662,audi,grand cherokee,2007,38847,1A76JWS199EDXUUGF,6-Cylinder,CVT,Gasoline
663,cadillac,allroad,2014,9029,SR0M8F5D0PU9B86X4,4-Cylinder,Automatic,Electric
664,dodge,grand prix,2016,174131,6S7E7NJT9KG93TL8L,6-Cylinder,Manual,Electric
665,bmw,econoline e350 cargo,2009,148187,C6BNA3L55T1S97YDP,4-Cylinder,Automatic,Electric
666,ford,montego,1998,105414,R32R4FHG1WJ8DT8WM,3-Cylinder,Manual,Hybrid
667,chevrolet,intrigue,1996,90497,5LXF6HC66X23KC8RJ,5-Cylinder,Automatic,Hybrid
668,dodge,960,2019,190107,BL472YDM7TF2FFYXM,6-Cylinder,CVT,Diesel
669,dodge,focus,2005,134302,LFX4M42M82YUZJ256,6-Cylinder,Manual,Gasoline
670,kia,s4,1992,20171,H21E3M2G2YTG2YHUY,5-Cylinder,Manual,Electric
671,dodge,sprinter 2500 passenger,2004,114087,ZDKXNNBN0E482N0PJ,5-Cylinder,CVT,Electric
672,mercury,mirage,2019,135969,VY2Z8T2P0KMT44K0H,10-Cylinder+,Manual,Hybrid
673,ford,panamera,2018,149397,DE31ZN0VXTD0SU1ET,2-Cylinder,CVT,Diesel
674,volkswagen,nsx,2004,47138,FMY8ZAGX4YLJUN9WL,4-Cylinder,Automatic,Electric
675,chevrolet,camry,1997,126652,90JKSACD3TM03121R,6-Cylinder,Manual,Diesel
676,chevrolet,sierra 2500 hd crew cab,2010,171534,V62TAVPZ2ZJWGU16L,5-Cylinder,Automatic,Electric
677,honda,excursion,2014,11453,Y88D82Z86073F8869,2-Cylinder,Automatic,Hybrid
678,mercury,yukon,2013,100996,YBHBC2MC7WN5XWP3C,2-Cylinder,Automatic,Electric
679,mercedes-benz,mighty max macro cab,1998,55844,A8VZ218D16S20PJF3,2-Cylinder,Manual,Diesel
680,kia,seville,2013,160319,DGSNEE806JVNPVEPM,5-Cylinder,CVT,Gasoline
681,ford,yaris,1992,85920,0RWPXJ670NB4NTN9F,8-Cylinder,Automatic,Electric
682,mazda,164,2014,134322,9UFH04XXX4S0U8415,8-Cylinder,Automatic,Diesel
683,mazda,b-series cab plus,2010,96635,ZMHV0JMM8DHN63SZX,5-Cylinder,CVT,Diesel
684,chevrolet,lacrosse,2010,55409,5X8GWFUP7SH38M9B4,2-Cylinder,Automatic,Diesel
685,dodge,ls,1994,153918,XYZ7N7MC4V668X0XJ,10-Cylinder+,Automatic,Electric
686,lexus,monte carlo,2010,157109,9ZGZ9C5383KHXFWCP,8-Cylinder,Manual,Diesel
687,volkswagen,silverado 1500 crew cab,2006,63851,UZ95EUKD7J0AHN70P,8-Cylinder,CVT,Electric
688,bmw,explorer,1993,45344,8DPRBBSG803P2GXLA,8-Cylinder,CVT,Diesel
689,chevrolet,impreza,2000,125782,54C2YNSX9567F7FTD,10-Cylinder+,Automatic,Electric
690,volvo,3500 crew cab,2005,158658,C1EB1RA47NU5PU1TT,10-Cylinder+,Manual,Hybrid
691,volkswagen,3500 mega cab,1994,130215,MUPNUM8Z68T6F8K5G,4-Cylinder,Automatic,Electric
692,dodge,xc70,2003,71678,9H1XK77K06CGFLJD7,6-Cylinder,CVT,Electric
693,lexus,boxster,2005,106617,XP9T7RT774FVLJSX2,2-Cylinder,CVT,Gasoline
694,volkswagen,500 abarth,2018,50355,FPMF0WX13H42K96UT,4-Cylinder,Manual,Diesel
695,jeep,gti,1993,120149,FG6HUA9B0AGHLSKB7,4-Cylinder,Manual,Diesel
696,lamborghini,1 series,1997,75436,9WXFJ54L3LE2BXLVF,4-Cylinder,Automatic,Hybrid
697,audi,silverado 3500 regular cab,2007,176610,7J701YAY8VFAFBS29,8-Cylinder,CVT,Diesel
698,ford,range rover evoque,2016,15393,WRPY5ZZM37DW82W10,5-Cylinder,Automatic,Gasoline
699,subaru,cayman,2009,161215,9UZ2BTNP3M4FH0KAJ,4-Cylinder,Manual,Gasoline
700,honda,300m,2007,143643,2MT4CMEL2ZH560LAN,6-Cylinder,Automatic,Gasoline
701,toyota,maxima,2004,57772,HML96L7K536Y2P7HS,4-Cylinder,CVT,Diesel
702,ram,niro,2017,132679,70JH2PMY9MZBEWCP2,2-Cylinder,Automatic,Gasoline
703,cadillac,grand am,1996,86751,REY6SYE13SBPMCK36,4-Cylinder,Manual,Gasoline
704,bmw,mirage,2010,5294,AG5RX0HRX04BH9S1F,10-Cylinder+,Manual,Gasoline
705,bmw,2 series,2007,23980,4DAPAC2XXWPNX5UYV,10-Cylinder+,CVT,Electric
706,mercedes-benz,cr-z,1992,160200,S9SU3RH33JD4KKPMC,3-Cylinder,Automatic,Hybrid
707,suzuki,gx,2008,77459,T55SBVG32L1W41NP4,4-Cylinder,Automatic,Hybrid
708,nissan,land cruiser,2011,35888,7HGLRV0M6E0K4CHTG,10-Cylinder+,CVT,Gasoline
709,kia,xc70,2009,130025,MEW6V8MD605M3H351,8-Cylinder,Automatic,Diesel
710,gmc,express 3500 cargo,2008,53591,7964X17T8WV6SEV3Z,10-Cylinder+,Manual,Hybrid
711,infiniti,1500 crew cab,2002,47709,KVZ4PXXE1D6KH3M6M,5-Cylinder,CVT,Diesel
712,mazda,ct6-v,2005,140986,AE3SBGNZ0CE6CD090,3-Cylinder,CVT,Diesel
713,lexus,transit connect passenger,2008,21381,RUKF4Y9N07T75LFE7,2-Cylinder,Automatic,Hybrid
714,ford,slk-class,2020,37599,TN72284G5NPG75EKG,6-Cylinder,CVT,Gasoline
715,toyota,trooper,2020,109627,S97K48E9X4V5M8NL4,5-Cylinder,Automatic,Hybrid
716,ford,express 2500 cargo,1998,141177,RGU7PNLP4RD0UWYWY,10-Cylinder+,CVT,Hybrid
717,bmw,fleetwood,2006,57668,4B904VPT2DFKLK0YZ,4-Cylinder,Manual,Diesel
718,infiniti,cirrus,2006,174106,7G839G0462B373VP3,2-Cylinder,Manual,Hybrid
719,gmc,avalanche,2008,177020,R4ARH6G56WAFXGYW8,10-Cylinder+,Manual,Diesel
720,chevrolet,f150 regular cab,2005,128488,LRCNP3XC5H474G6JT,10-Cylinder+,Manual,Gasoline
721,audi,slk-class,1994,154306,12Y2SAD306XESPHJZ,10-Cylinder+,Automatic,Electric
722,infiniti,ct,2008,144800,BP6CZAP89YY7Z5NG8,3-Cylinder,Automatic,Hybrid
723,mercedes-benz,yaris,2013,98452,FZ3S8P0B8NNTP1AWC,2-Cylinder,CVT,Hybrid
724,ram,encore,1995,36301,BA01ED567WX76RUB0,3-Cylinder,CVT,Electric
725,gmc,continental,2001,68576,D1WWRNR68C4L67LNG,3-Cylinder,Automatic,Hybrid
726,chevrolet,pilot,2013,193741,3UFUBNGB9ZAF2EECV,3-Cylinder,Manual,Electric
727,bmw,mariner,2000,85734,T285ZGH270WJV1795,6-Cylinder,Automatic,Gasoline
728,toyota,mark viii,2018,90262,3473E3W55VG7HA9PR,2-Cylinder,Automatic,Hybrid
729,kia,ram van 2500,1994,32995,DYWHC7062KKUWYCKR,6-Cylinder,CVT,Hybrid
730,gmc,caprice,2014,171983,Z8EWUTZJ6HHE1KCLM,5-Cylinder,Manual,Diesel
731,ram,sonata,2000,135331,EBTK362E6PTC5RB9Z,10-Cylinder+,Automatic,Hybrid
732,gmc,jetta,2011,122869,TYUC64LL61XSJFXAE,6-Cylinder,CVT,Hybrid
733,subaru,b-series cab plus,2017,25577,B6LMRTWP3265VHCXY,6-Cylinder,CVT,Hybrid
734,volvo,s10 extended cab,2015,132833,DU5DW3E84PLHSLCW0,2-Cylinder,Automatic,Diesel
735,nissan,express 3500 cargo,2019,52825,WEFAU6EB6W6FMH292,3-Cylinder,Automatic,Gasoline
736,chevrolet,soul,2016,156895,FNWTYHBK3XVYCKADB,4-Cylinder,Automatic,Electric
737,toyota,rodeo sport,2017,143646,NXU7THBS242GZMBKW,6-Cylinder,CVT,Hybrid
738,dodge,safari cargo,2012,57276,MTS6B0F82KF5XY1JA,2-Cylinder,Manual,Gasoline
739,gmc,tundra double cab,2012,26119,0SKEXPSK4Z331P8BH,10-Cylinder+,Automatic,Hybrid
740,mercedes-benz,sedona,2012,144241,3TT15UHC4FK85PS4N,3-Cylinder,Manual,Electric
741,hyundai,2500 extended cab,2001,157484,1WL972R94J1PKWB8H,6-Cylinder,CVT,Diesel
742,suzuki,es,1998,167785,XK28FUT45RN5NDN0S,5-Cylinder,Automatic,Gasoline
743,mercedes-benz,is,2005,53977,WGXFKJB45AAAMEK3V,6-Cylinder,Automatic,Hybrid
744,porsche,sedona,2000,56424,4Z0UCWTC9PLJSFUL4,3-Cylinder,Automatic,Gasoline
745,volkswagen,impala,2020,37577,SXF1T5YK5B6WNTNM7,8-Cylinder,Automatic,Electric
746,gmc,5 series,1998,23962,V36195RHXJ0HYYVRN,6-Cylinder,Manual,Hybrid
747,chevrolet,sx4,2003,86257,ZAS5ZXLXX55F5NHAC,8-Cylinder,CVT,Electric
748,chevrolet,718 cayman,2015,130113,5R1CLA462S3P6A6JV,2-Cylinder,CVT,Gasoline
749,kia,titan xd crew cab,2010,35676,A1DK7LAN7F3SR78R7,2-Cylinder,CVT,Electric
750,jeep,optima,2019,127118,6NEUHZ3289RDV0LJK,8-Cylinder,Automatic,Gasoline
751,hyundai,i3,1996,166029,5EZ7U4M77MHMW2GMZ,4-Cylinder,Manual,Gasoline
752,jeep,escalade,2016,133136,90HL9TL73WR0PZCYS,10-Cylinder+,Automatic,Diesel
753,chrysler,ssr,2017,94239,MYK6BFLE11F8Z71LX,6-Cylinder,Automatic,Diesel
754,ferrari,sprinter 2500 crew,2007,136692,AY8M5HEZ843B5DYAA,8-Cylinder,Automatic,Diesel
755,ford,tl,2003,9300,72JKDC899L68T5AAZ,6-Cylinder,CVT,Gasoline
756,audi,ram wagon 1500,2017,75443,F0BJNC2L7UHJYWVR5,2-Cylinder,Automatic,Gasoline
757,mazda,suburban 2500,2012,157905,F486TP7NXXRXD3SVD,4-Cylinder,Manual,Electric
758,dodge,sorento,2014,153460,P3RE2HZA3RUNJ7JHE,5-Cylinder,Manual,Hybrid
759,ford,ram wagon b250,2001,69435,WXFYBUJ55WM08H0HA,4-Cylinder,Automatic,Electric
760,dodge,golf sportwagen,2014,36515,VG7JM2122XM4S1345,2-Cylinder,CVT,Hybrid
761,ford,fleetwood,2001,47047,M4L4LFR03P4H5NV5W,3-Cylinder,Manual,Diesel
762,volvo,tahoe,1998,150181,TSH8LWPV9F2UGWPSG,3-Cylinder,Manual,Gasoline
763,mercedes-benz,canyon crew cab,2016,26476,HLEBL0TL9C5VYTX4H,10-Cylinder+,CVT,Diesel
764,gmc,vue,1995,11200,13KAK90X5ZNDZ29X1,6-Cylinder,Automatic,Diesel
765,mercedes-benz,quest,1999,68168,3U5MR5L0293TUZD20,6-Cylinder,Manual,Diesel
766,ford,3000gt,2004,42591,H2MNKFMY0B63KZDWV,6-Cylinder,CVT,Diesel
767,honda,express 2500 cargo,1992,190776,2KB8TVU528K95CJA3,6-Cylinder,CVT,Hybrid
768,acura,versa,1997,170442,9VCF5U1M61HLCYKSR,8-Cylinder,Manual,Gasoline
769,mercedes-benz,passat,2011,37628,4G1VFWFP1KYE643MD,2-Cylinder,Automatic,Electric
770,bmw,navigator l,2013,17803,Y461K09P467MN55DF,10-Cylinder+,Manual,Diesel
771,jeep,f350 super duty regular cab,2016,70656,3J1V6UZ22TBEL3P77,3-Cylinder,Manual,Electric
772,volvo,sonata,2009,151602,M10DKPZG38P1WG5J8,4-Cylinder,Manual,Gasoline
773,chevrolet,flying spur,2017,37056,5UA1MWXG9B39P5NCZ,4-Cylinder,Automatic,Gasoline
774,toyota,sprinter 3500 xd cargo,2005,87256,LA0Y0GWJ1WTBTSC66,10-Cylinder+,CVT,Diesel
775,chrysler,yukon xl 1500,2003,5812,2RGFLXA12LMD2T22D,3-Cylinder,CVT,Gasoline
776,chevrolet,cls-class,2011,23369,RXJ48Y3A78WK3RNNR,4-Cylinder,Manual,Electric
777,bmw,tacoma access cab,1995,55836,FXFJTRA85614ZDK8F,8-Cylinder,CVT,Diesel
778,chevrolet,silverado 1500 regular cab,2020,65662,S5JD87TZ92BXHMMSL,3-Cylinder,CVT,Hybrid
779,chrysler,sc,1995,143580,B4NXJ70S1EL91AZM4,4-Cylinder,CVT,Electric
780,hyundai,slr mclaren,1992,171909,SKXAWLXE4DB8Z1PEH,6-Cylinder,CVT,Diesel
781,toyota,i,2012,78181,H3RA0TPX15UCBJRXV,10-Cylinder+,Automatic,Hybrid
782,audi,qx,2009,62102,RWP1VMNH3669N7HM9,5-Cylinder,CVT,Diesel
783,land rover,fx,2017,96448,3WHFRCAKXAWF6NCCX,5-Cylinder,Automatic,Gasoline
784,cadillac,s-series,2019,101270,5F3BWS162BE0HL95A,2-Cylinder,CVT,Gasoline
785,mercury,xj,2008,133796,EHFHTAHJ7GGD3ZY72,6-Cylinder,CVT,Hybrid
786,ford,esteem,1992,194928,Z8V3PEKAXY01CEDT9,4-Cylinder,CVT,Gasoline
787,audi,crosstour,2014,1972,7C3LRJ1U9W58823VF,10-Cylinder+,Manual,Electric
788,nissan,forte,2003,185586,F5B8UXRX38TJG4CEJ,10-Cylinder+,CVT,Hybrid
789,ford,gx,1998,123425,VHV8TJ6H14ZFP1RVD,4-Cylinder,Manual,Hybrid
790,mercedes-benz,cutlass supreme,2002,34789,25P4YR2597M14SNHE,2-Cylinder,Manual,Hybrid
791,mitsubishi,g3,2013,181923,1P45T7BAXVVC5XNGU,6-Cylinder,CVT,Electric
792,bmw,a8,2005,68606,LXLY3PPV380SZ7ESG,6-Cylinder,Manual,Hybrid
793,mercedes-benz,outlander phev,2000,81300,7DY7GDJA9843M5F8M,5-Cylinder,CVT,Diesel
794,ferrari,taurus,2006,107558,S411N1R39UAF2D883,4-Cylinder,Manual,Hybrid
795,gmc,journey,2009,93713,6RB2FTMLXJDDR8KX5,5-Cylinder,Manual,Diesel
796,chevrolet,explorer,2013,180150,PE2F62BL70ZBYAPFN,3-Cylinder,CVT,Gasoline
797,nissan,cherokee,2000,107514,PM9GDMRC86TN1BTB4,8-Cylinder,Automatic,Gasoline
798,ford,corrado,2016,23015,FVB4NP399ZH1XLFN2,6-Cylinder,CVT,Electric
799,geo,rl,2015,25181,1NJDA2BK6GABTW6SB,4-Cylinder,Manual,Diesel
800,bmw,taurus,2003,171594,LRF4RJPW68KJWMKGN,3-Cylinder,Manual,Gasoline
801,lexus,sierra 3500 hd crew cab,2003,167004,YWNZDALY2ZYMC24EW,10-Cylinder+,Manual,Electric
802,bmw,ram van 2500,2018,177029,87BMG7A581RUC83P1,2-Cylinder,Automatic,Diesel
803,buick,e250 cargo,2007,73023,87WTDDVL04BH332WM,5-Cylinder,CVT,Hybrid
804,isuzu,458 speciale,1993,175318,4HVPDWY326ZB165ZD,8-Cylinder,CVT,Diesel
805,volvo,escalade esv,2014,398,L27F6MS92NUVJP123,2-Cylinder,Automatic,Diesel
806,aston martin,aveo,2006,118576,7AA9XRR07DK66Z8B7,6-Cylinder,Manual,Hybrid
807,lincoln,g-class,2004,175493,N4ZWEVM00E11TYAWL,10-Cylinder+,Automatic,Diesel
808,chrysler,safari passenger,2009,143093,56VMPRFF5NU4R16AT,5-Cylinder,Automatic,Electric
809,ford,grand prix,2002,3893,DA70UH878YXZ72U0B,10-Cylinder+,Automatic,Electric
810,gmc,qx60,2016,86410,VE9SJL9W8FBC5A4RY,4-Cylinder,Automatic,Diesel
811,audi,solstice,1994,30156,HS6GRX76626NM4UCZ,10-Cylinder+,Automatic,Gasoline
